facility_id,component_id,source_record_id,facility_name,province,city,district,longitude_wgs84_deg,latitude_wgs84_deg,industry,facility_status,year,scenario_id,scenario_name_cn,scenario_order,park_company_count,high_salt_company_share,brine_per_active_company_m3_year,q_brine_base_proxy_m3_year,q_brine_multiplier,q_brine_m3_year,tds_mg_l,target_recovery_fraction,site_context_area_m2,available_land_fraction,max_contiguous_land_area_m2,q_brine_estimation_method,land_estimation_method,input_estimation_confidence,input_use_restriction,climate_station_id,annual_pev_mm_year,annual_precip_mm_year,mean_relative_humidity_fraction,mean_air_temperature_c,mean_wind_speed_10m_m_s,mean_shortwave_downward_kwh_m2_day,kp_free_water,f_sal,e_free_m_year,e_net_m_year,pond_area_intensity_m2_per_m3yr,pond_area_m2,pond_annualized_area_cost_cny_m2_year,pond_pump_sec_kwh_m3,pond_unit_cost_cny_m3,pond_unit_carbon_kgco2_m3,pond_feasible,feasibility_trigger,ro_recovery_fraction_of_feed,mvr_recovery_fraction_of_feed,crystallizer_recovery_fraction_of_feed,mechanical_route,mechanical_sec_scale_factor,mechanical_cost_scale_factor,mechanical_sec_kwh_m3,mechanical_nonenergy_cost_cny_m3,mechanical_unit_cost_cny_m3,mechanical_nonelectric_carbon_kgco2_m3,mechanical_unit_carbon_kgco2_m3,selected_route,route_decision_reason,selected_sec_kwh_m3,selected_unit_cost_cny_m3,selected_unit_carbon_kgco2_m3,annual_electricity_kwh_year,annual_cost_cny_year,annual_carbon_tco2_year,cost_jump_mech_minus_pond_cny_m3,carbon_jump_mech_minus_pond_kgco2_m3,electricity_price_cny_kwh,grid_factor_base_2023_kgco2_kwh,grid_factor_multiplier,grid_factor_kgco2_kwh,result_confidence,result_status
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1987,estimated_base,基准情景,2,2131,0.2,25000.0,10655000.000000002,1.0,10655000.000000002,80000.0,0.95,748049966.6666666,0.005,3740249.833333333,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2246.31,164.04,0.3849320547945206,11.173315068493151,3.978109589041096,4.9404687671232885,0.75,0.72,1.6847325,1.0489674,0.9533184730049762,10157608.329868022,31.180602534907308,0.1,29.790044395952926,0.06187000000000001,False,scale_land,0.0,0.7,0.25,MVR_crystallizer_surrogate,0.9314797037433777,0.7893046377136765,27.012911408557954,16.180745073130367,33.73913748869304,0.25,16.962888288474808,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,27.012911408557954,33.73913748869304,16.962888288474808,287822571.05818504,359490509.9420244,180739.5747136991,3.9490930927401138,16.90101828847481,0.65,0.6187,1.0,0.6187,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1987,estimated_stress,压力情景,3,2131,0.2,25000.0,10655000.000000002,2.0,21310000.000000004,120000.0,0.98,748049966.6666666,0.001,748049.9666666667,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2246.31,164.04,0.3849320547945206,11.173315068493151,3.978109589041096,4.9404687671232885,0.7,0.5,1.5724169999999997,0.6221684999999999,1.6072816286906202,34251171.50739712,99.77090875905279,0.2,160.53994872619364,0.148488,False,climate_e_net;scale_land,0.0,0.7,0.28,MVR_crystallizer_surrogate,0.9123101286365215,0.7364472673598677,33.84670577241495,30.93078522911444,61.3928204242879,0.8,25.929148233671757,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,33.84670577241495,61.3928204242879,25.929148233671757,721273300.0101627,1308281003.2415752,552550.1488595452,-99.14712830190575,25.780660233671757,0.9,0.6187,1.2,0.74244,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1988,estimated_favorable,有利情景,1,2131,0.2,25000.0,10655000.000000002,0.5,5327500.000000001,50000.0,0.85,748049966.6666666,0.02,14960999.333333332,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,1978.92,218.66000000000005,0.4533297814207651,9.534180327868851,3.573497267759563,4.786946721311476,0.8,0.85,1.583136,1.1270056,0.8873070373385901,4727128.241421339,10.44101683684864,0.05,9.286887716306504,0.024748000000000006,True,none,0.65,0.19999999999999996,0.0,RO_MVR_surrogate,0.9510520723721327,0.8459557645583416,4.279734325674596,6.767646116466732,8.693526563020301,0.05,2.1682973018358984,RO_MVR_surrogate,pond_feasible_but_mechanical_lower_cost,4.279734325674596,8.693526563020301,2.1682973018358984,22800284.620031416,46314762.764490664,11551.60387553075,-0.5933611532862031,2.143549301835898,0.45,0.6187,0.8,0.49496000000000007,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1988,estimated_base,基准情景,2,2131,0.2,25000.0,10655000.000000002,1.0,10655000.000000002,80000.0,0.95,748049966.6666666,0.005,3740249.833333333,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,1978.92,218.66000000000005,0.4533297814207651,9.534180327868851,3.573497267759563,4.786946721311476,0.75,0.72,1.48419,0.8499567999999997,1.1765303836618524,12535931.23791704,31.180602534907308,0.1,36.74992626320222,0.06187000000000001,False,climate_e_net;scale_land,0.0,0.7,0.25,MVR_crystallizer_surrogate,0.9314797037433777,0.7893046377136765,27.012911408557954,16.180745073130367,33.73913748869304,0.25,16.962888288474808,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,27.012911408557954,33.73913748869304,16.962888288474808,287822571.05818504,359490509.9420244,180739.5747136991,-3.01078877450918,16.90101828847481,0.65,0.6187,1.0,0.6187,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1988,estimated_stress,压力情景,3,2131,0.2,25000.0,10655000.000000002,2.0,21310000.000000004,120000.0,0.98,748049966.6666666,0.001,748049.9666666667,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,1978.92,218.66000000000005,0.4533297814207651,9.534180327868851,3.573497267759563,4.786946721311476,0.7,0.5,1.385244,0.4739619999999999,2.109873787350041,44961410.408429384,99.77090875905279,0.2,210.68402513081813,0.148488,False,climate_e_net;climate_area_intensity;scale_land,0.0,0.7,0.28,MVR_crystallizer_surrogate,0.9123101286365215,0.7364472673598677,33.84670577241495,30.93078522911444,61.3928204242879,0.8,25.929148233671757,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,33.84670577241495,61.3928204242879,25.929148233671757,721273300.0101627,1308281003.2415752,552550.1488595452,-149.29120470653024,25.780660233671757,0.9,0.6187,1.2,0.74244,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1989,estimated_favorable,有利情景,1,2131,0.2,25000.0,10655000.000000002,0.5,5327500.000000001,50000.0,0.85,748049966.6666666,0.02,14960999.333333332,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2053.43,213.91000000000005,0.4830865753424657,9.778739726027396,3.6415890410958895,5.037001643835617,0.8,0.85,1.6427439999999998,1.1824223999999997,0.8457214612984331,4505581.085067403,10.44101683684864,0.05,8.852692016701175,0.024748000000000006,True,none,0.65,0.19999999999999996,0.0,RO_MVR_surrogate,0.9510520723721327,0.8459557645583416,4.279734325674596,6.767646116466732,8.693526563020301,0.05,2.1682973018358984,RO_MVR_surrogate,pond_feasible_but_mechanical_lower_cost,4.279734325674596,8.693526563020301,2.1682973018358984,22800284.620031416,46314762.764490664,11551.60387553075,-0.15916545368087398,2.143549301835898,0.45,0.6187,0.8,0.49496000000000007,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1989,estimated_base,基准情景,2,2131,0.2,25000.0,10655000.000000002,1.0,10655000.000000002,80000.0,0.95,748049966.6666666,0.005,3740249.833333333,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2053.43,213.91000000000005,0.4830865753424657,9.778739726027396,3.6415890410958895,5.037001643835617,0.75,0.72,1.5400724999999997,0.8949421999999998,1.1173905979626397,11905796.821291927,31.180602534907308,0.1,34.90591211131547,0.06187000000000001,False,climate_e_net;scale_land,0.0,0.7,0.25,MVR_crystallizer_surrogate,0.9314797037433777,0.7893046377136765,27.012911408557954,16.180745073130367,33.73913748869304,0.25,16.962888288474808,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,27.012911408557954,33.73913748869304,16.962888288474808,287822571.05818504,359490509.9420244,180739.5747136991,-1.1667746226224338,16.90101828847481,0.65,0.6187,1.0,0.6187,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1989,estimated_stress,压力情景,3,2131,0.2,25000.0,10655000.000000002,2.0,21310000.000000004,120000.0,0.98,748049966.6666666,0.001,748049.9666666667,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2053.43,213.91000000000005,0.4830865753424657,9.778739726027396,3.6415890410958895,5.037001643835617,0.7,0.5,1.4374009999999997,0.5047904999999998,1.9810198488283761,42215532.9785327,99.77090875905279,0.2,197.82815058732845,0.148488,False,climate_e_net;scale_land,0.0,0.7,0.28,MVR_crystallizer_surrogate,0.9123101286365215,0.7364472673598677,33.84670577241495,30.93078522911444,61.3928204242879,0.8,25.929148233671757,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,33.84670577241495,61.3928204242879,25.929148233671757,721273300.0101627,1308281003.2415752,552550.1488595452,-136.43533016304056,25.780660233671757,0.9,0.6187,1.2,0.74244,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1990,estimated_favorable,有利情景,1,2131,0.2,25000.0,10655000.000000002,0.5,5327500.000000001,50000.0,0.85,748049966.6666666,0.02,14960999.333333332,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2094.78,259.09,0.4669205479452055,10.069671232876711,3.597452054794521,5.068286849315069,0.8,0.85,1.6758240000000002,1.1653604000000002,0.858103639011588,4571547.136834236,10.44101683684864,0.05,8.981974542681078,0.024748000000000006,True,none,0.65,0.19999999999999996,0.0,RO_MVR_surrogate,0.9510520723721327,0.8459557645583416,4.279734325674596,6.767646116466732,8.693526563020301,0.05,2.1682973018358984,RO_MVR_surrogate,pond_feasible_but_mechanical_lower_cost,4.279734325674596,8.693526563020301,2.1682973018358984,22800284.620031416,46314762.764490664,11551.60387553075,-0.28844797966077707,2.143549301835898,0.45,0.6187,0.8,0.49496000000000007,low,estimated_candidate_component_complete
PILOT_S001,PILOT_S001::estimated_brine_terminal_v0,S001,宁东能源化工基地,宁夏回族自治区,银川市,灵武市,106.575556,38.15601,煤化工/火电/盐化工/新材料,candidate_unverified,1990,estimated_base,基准情景,2,2131,0.2,25000.0,10655000.000000002,1.0,10655000.000000002,80000.0,0.95,748049966.6666666,0.005,3740249.833333333,park_company_count * assumed_high_salt_share * assumed_brine_per_active_company,site_context_area * declared_available_land_fraction,low,synthetic_candidate_component_not_observed_facility,53619,2094.78,259.09,0.4669205479452055,10.069671232876711,3.597452054794521,5.068286849315069,0.75,0.72,1.571085,0.8720912000000001,1.1466690639694563,12217758.876594558,31.180602534907308,0.1,35.818832322705816,0.06187000000000001,False,climate_e_net;scale_land,0.0,0.7,0.25,MVR_crystallizer_surrogate,0.9314797037433777,0.7893046377136765,27.012911408557954,16.180745073130367,33.73913748869304,0.25,16.962888288474808,MVR_crystallizer_surrogate,pond_infeasible_forced_mechanical,27.012911408557954,33.73913748869304,16.962888288474808,287822571.05818504,359490509.9420244,180739.5747136991,-2.079694834012777,16.90101828847481,0.65,0.6187,1.0,0.6187,low,estimated_candidate_component_complete
