year,scenario_id,scenario_name_cn,process_type_p,facility_count,annual_wastewater_m3_year,process_electricity_kwh_year,process_electricity_carbon_tco2_year,shadow_avoided_carbon_tco2_year,process_carbon_share_pct,process_carbon_10k_tco2_year,process_name_cn
2022,estimated_base,估算基准,low_conventional,166,13498795000.0,4093322513.0502644,2157410.982264323,6008.5394699239805,25.965528236370666,215.7410982264323,常规工艺
2022,estimated_base,估算基准,medium_oxidation_sbr,2127,20547492500.0,11439009318.664488,6125052.406352146,323838.2550240029,73.71809196941473,612.5052406352146,氧化沟/SBR
2023,estimated_base,估算基准,high_pond_lagoon,193,214328000.0,47748544.30758775,26005.535056709094,11827.4753871075,0.31908815026779397,2.6005535056709093,稳定塘/氧化塘
2023,estimated_base,估算基准,low_conventional,166,13498795000.0,4019573113.931632,2119971.956180415,5474.89720056483,26.012075069483643,211.9971956180415,常规工艺
2023,estimated_base,估算基准,medium_oxidation_sbr,2127,20547492500.0,11211572369.895206,6003975.753621392,312973.85152925854,73.66883678024855,600.3975753621392,氧化沟/SBR
2024,estimated_base,估算基准,high_pond_lagoon,193,214328000.0,47205200.35183957,25669.243255149955,9666.4655645825,0.317111921970541,2.5669243255149956,稳定塘/氧化塘
2024,estimated_base,估算基准,low_conventional,166,13498795000.0,3995716097.9969435,2106656.6354747713,3732.7426884494403,26.025151110497575,210.66566354747712,常规工艺
2024,estimated_base,估算基准,medium_oxidation_sbr,2127,20547492500.0,11139749681.072727,5962369.235739653,232907.41987011582,73.65773696753189,596.2369235739653,氧化沟/SBR
1984,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,17135199.50311643,7468.282718363641,6373.117785702502,0.1788398496037314,0.7468282718363641,稳定塘/氧化塘
1984,estimated_lower,估算下界,low_conventional,166,13498795000.0,2479634039.8519998,1047257.5952452508,3396.368133088806,25.07824059331582,104.72575952452509,常规工艺
1984,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7280873964.900651,3121235.3157589617,164170.38590167084,74.74291955708046,312.12353157589615,氧化沟/SBR
1985,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16912396.86370938,7368.515363378463,5722.172519115538,0.1780652740941504,0.7368515363378463,稳定塘/氧化塘
1985,estimated_lower,估算下界,low_conventional,166,13498795000.0,2461663173.0528326,1039914.1514056437,2407.0388180047707,25.130245276374126,103.99141514056437,常规工艺
1985,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7208228533.854422,3090815.230680891,142335.02439599438,74.69168944953172,309.0815230680891,氧化沟/SBR
1986,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16788158.22990492,7308.290540048068,7814.889271405018,0.17824713738412365,0.7308290540048068,稳定塘/氧化塘
1986,estimated_lower,估算下界,low_conventional,166,13498795000.0,2446479623.169862,1032790.4986584152,3805.6864922636146,25.189467891922824,103.27904986584151,常规工艺
1986,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7142228193.078553,3059989.7997692563,211299.94897621864,74.63228497069305,305.9989799769256,氧化沟/SBR
1987,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16505935.420950787,7181.538304318612,6059.166636048335,0.17630751104423564,0.7181538304318612,稳定塘/氧化塘
1987,estimated_lower,估算下界,low_conventional,166,13498795000.0,2434648694.152385,1028031.9051669353,2508.951096978901,25.238290014418176,102.80319051669353,常规工艺
1987,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7088901689.082261,3038089.0844719606,139603.40885054422,74.58540247453759,303.8089084471961,氧化沟/SBR
1988,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16838477.759088904,7340.455731130745,5558.530673800066,0.1804486254777755,0.7340455731130745,稳定塘/氧化塘
1988,estimated_lower,估算下界,low_conventional,166,13498795000.0,2427236363.553745,1024184.8913461585,3447.343455917884,25.17728634950163,102.41848913461584,常规工艺
1988,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7089530744.770464,3036366.947305864,184149.2098166144,74.64226502502059,303.63669473058644,氧化沟/SBR
1989,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16750958.91080176,7291.8003478811415,6359.701103269223,0.1803502790349576,0.7291800347881141,稳定塘/氧化塘
1989,estimated_lower,估算下界,low_conventional,166,13498795000.0,2411199287.8968587,1017202.2352985177,3477.0815030283275,25.15876713826622,101.72022352985178,常规工艺
1989,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7055287300.274317,3018638.2438815744,175383.5990806415,74.66088258269882,301.8638243881574,氧化沟/SBR
1990,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16470430.488845836,7170.62636298317,4640.425735466602,0.1792569937530429,0.717062636298317,稳定塘/氧化塘
1990,estimated_lower,估算下界,low_conventional,166,13498795000.0,2375888008.486223,1002227.6982365727,1665.5677391516538,25.0544813169122,100.22276982365727,常规工艺
1990,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,6983772653.30569,2990795.036258616,93413.01256036045,74.76626168933477,299.0795036258616,氧化沟/SBR
1991,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16649537.414029116,7253.462077276634,6601.831137495815,0.17850865290253373,0.7253462077276633,稳定塘/氧化塘
1991,estimated_lower,估算下界,low_conventional,166,13498795000.0,2417236161.585265,1021331.9653011218,2984.794138685419,25.135113598147147,102.13319653011219,常规工艺
1991,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7076208270.122497,3034781.787227745,155995.95199628625,74.68637774895032,303.47817872277454,氧化沟/SBR
1992,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16707308.026321532,7270.0109528158955,7088.626572870922,0.17894642596859278,0.7270010952815895,稳定塘/氧化塘
1992,estimated_lower,估算下界,low_conventional,166,13498795000.0,2420203044.382433,1020717.0644471439,4226.507023132319,25.124263469950193,102.0717064447144,常规工艺
1992,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7088483099.622137,3034687.500784014,198418.9530571704,74.69679010408122,303.4687500784014,氧化沟/SBR
1993,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16760888.105850752,7307.945332327868,6238.342926617471,0.17840292296076005,0.7307945332327868,稳定塘/氧化塘
1993,estimated_lower,估算下界,low_conventional,166,13498795000.0,2437164416.2854776,1028931.0278836318,2982.4865489103136,25.11845594786172,102.89310278836318,常规工艺
1993,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7135493535.073227,3060075.824235683,152931.58476972659,74.70314112917752,306.0075824235683,氧化沟/SBR
1994,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16057750.527129466,6984.64019731715,8218.063354315582,0.17854729736012204,0.698464019731715,稳定塘/氧化塘
1994,estimated_lower,估算下界,low_conventional,166,13498795000.0,2326546242.6856527,980315.7278554761,4359.3928818215245,25.059662176363428,98.03157278554761,常规工艺
1994,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,6833434960.286224,2924626.779872296,202481.11408221046,74.76179052627646,292.4626779872296,氧化沟/SBR
1995,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16454776.525965817,7160.129316052438,8843.878350247247,0.1779177372930279,0.7160129316052438,稳定塘/氧化塘
1995,estimated_lower,估算下界,low_conventional,166,13498795000.0,2401130347.5359135,1012557.1766697934,4278.254308612855,25.160422919879423,101.25571766697935,常规工艺
1995,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7013701391.614561,3004687.132262945,208035.71011356692,74.66165934282756,300.46871322629454,氧化沟/SBR
1996,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16746368.82216553,7298.749605529587,6824.468606861158,0.17826464964317967,0.7298749605529586,稳定塘/氧化塘
1996,estimated_lower,估算下界,low_conventional,166,13498795000.0,2432379042.9615607,1027228.4345933518,3349.2522939621413,25.0890257774515,102.72284345933518,常规工艺
1996,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,7132168626.757057,3059806.5045829387,166333.78690833884,74.73270957290532,305.9806504582939,氧化沟/SBR
1997,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,16200323.948216869,7035.197699695051,9454.116100234223,0.17860984391695528,0.703519769969505,稳定塘/氧化塘
1997,estimated_lower,估算下界,low_conventional,166,13498795000.0,2349684043.70509,989404.2779874337,5088.708557453301,25.119030225655692,98.94042779874337,常规工艺
1997,estimated_lower,估算下界,medium_oxidation_sbr,2127,20547492500.0,6883411010.342784,2942423.884479105,244742.5500905142,74.70235993042735,294.2423884479105,氧化沟/SBR
1998,estimated_lower,估算下界,high_pond_lagoon,193,214328000.0,15999738.852263637,6957.8181777717255,5183.172043155467,0.1788466059001349,0.6957818177771725,稳定塘/氧化塘
1998,estimated_lower,估算下界,low_conventional,166,13498795000.0,2314715269.086962,975873.6520322316,2263.5911759805904,25.084255724145482,97.58736520322316,常规工艺
